transaction_amount,transaction_amount_bin,avg_amount_deviation_sigma,merchant_category,merchant_risk_score,merchant_category_vs_history,geo_velocity_kmh,geo_velocity_bin,geo_distance_km,geo_distance_bin,merchant_location,country_consistency,ip_address_type,device_fingerprint_match,session_duration_sec,session_duration_bin,network_carrier_type,cards_on_device_30d,cvv_match_status,three_ds_auth_result,tokenization_used,failed_attempts_before_success,transaction_velocity_1h,time_of_transaction,account_credential_change_recency,card_present_cnp,order_shipping_speed,account_age_days,chargeback_history_count,customer_id,transaction_id,segment,customer_type,is_fraud
140.61,medium,3.74,grocery,low_risk,frequent_category,11.6,normal,0.2,same_location,home_city,same_country,residential,unknown_device,113.9,normal,wifi,1,icvv_match,challenge_pass,issuer_token,0,within_normal,afternoon_12_18,no_recent_change,manual_entry,same_day,1329,0,CUST_A_0017320,TXN_6_0207127,A_established,customer_based,0
673.59,high,10.0,retail,medium_risk,rare_category,77.6,fast,55.2,short,neighboring_country,new_country,vpn,emulator,75.9,normal,datacenter_hosting,7,cvv2_mismatch,bypassed,raw_pan_manual_entry,1,5x_baseline,late_night_0_5,changed_1_7d_ago,manual_entry,same_day,166,0,CUST_C_0162406,TXN_51_0098745,C_new,customer_based,1
76.19,medium,0.11,electronics,high_risk,rare_category,47.6,normal,2.6,same_location,home_city,new_country,residential,known_device,115.4,normal,mobile_data,2,not_provided,bypassed,network_token_wallet,0,within_normal,evening_18_24,no_recent_change,card_present_chip,standard,667,0,CUST_B_0079113,TXN_41_0084213,B_regular,customer_based,0
748.12,high,1.13,grocery,low_risk,frequent_category,3.3,normal,2.9,same_location,same_country,same_country,vpn,known_device,97.8,normal,mobile_data,2,cvv2_match,not_enrolled,network_token_wallet,1,within_normal,morning_6_12,no_recent_change,cnp_online,standard,60,0,CUST_C_0081687,TXN_51_0206073,C_new,customer_based,0
746.81,high,10.0,crypto_giftcard,very_high_risk,never_before_category,33.6,normal,105.8,short,foreign_far,new_country,proxy,emulator,1.7,bot_speed,wifi,7,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,3,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_online,overnight,1038,0,CUST_A_0064639,TXN_15_0027650,A_established,customer_based,1
1511.11,high,9.58,crypto_giftcard,very_high_risk,never_before_category,153.2,fast,211.9,short,home_city,same_country,vpn,emulator,29.7,very_fast,datacenter_hosting,2,not_provided,challenge_fail,raw_pan_manual_entry,4,5x_baseline,evening_18_24,changed_within_24h,cnp_online,same_day,339,0,CUST_B_0149404,TXN_35_0194615,B_regular,customer_based,1
4.44,low,1.79,electronics,high_risk,never_before_category,90.3,fast,64.1,short,neighboring_country,high_risk_country,proxy,emulator,4.7,bot_speed,wifi,6,not_provided,bypassed,raw_pan_online,4,5x_baseline,evening_18_24,changed_1_7d_ago,cnp_online,overnight,467,0,CUST_B_0122717,TXN_33_0117101,B_regular,customer_based,1
2888.62,very_high,10.0,utility,low_risk,no_history,2299.4,impossible,5134.2,long,foreign_far,high_risk_country,tor,emulator,0.9,bot_speed,datacenter_hosting,3,cvv2_mismatch,bypassed,raw_pan_online,6,burst_pattern,late_night_0_5,not_applicable,cnp_online,same_day,0,0,GUEST_57_18403,TXN_57_0018403,D_guest,global,1
42.94,low,1.08,utility,low_risk,no_history,8.6,normal,14.2,same_location,same_country,same_country,residential,known_device,164.9,normal,wifi,2,cvv2_match,frictionless_pass,emv_chip_token,5,2x_baseline,morning_6_12,not_applicable,cnp_online,standard,0,0,GUEST_59_99751,TXN_59_0099751,D_guest,global,0
0.68,low,1.94,crypto_giftcard,very_high_risk,never_before_category,224.4,fast,100.0,short,neighboring_country,new_country,vpn,spoofed,65.7,normal,wifi,10,icvv_match,frictionless_pass,emv_chip_token,10,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_online,overnight,384,0,CUST_B_0071311,TXN_32_0207004,B_regular,customer_based,1
17.62,low,1.04,retail,medium_risk,frequent_category,1.8,normal,0.2,same_location,home_city,same_country,proxy,known_device,128.6,normal,mobile_data,1,icvv_match,frictionless_pass,raw_pan_manual_entry,0,within_normal,evening_18_24,no_recent_change,contactless,standard,191,0,CUST_B_0147644,TXN_25_0143452,B_regular,customer_based,0
1.18,low,1.98,electronics,high_risk,never_before_category,27.4,normal,52.3,short,same_country,same_country,proxy,emulator,4.4,bot_speed,wifi,15,not_provided,bypassed,raw_pan_manual_entry,3,within_normal,morning_6_12,no_recent_change,cnp_moto,same_day,526,0,CUST_B_0112134,TXN_30_0121317,B_regular,customer_based,1
76.77,medium,0.2,electronics,high_risk,rare_category,1.1,normal,0.6,same_location,home_city,frequent_travel_country,residential,known_device,513.1,slow,mobile_data,1,not_provided,bypassed,network_token_wallet,0,2x_baseline,morning_6_12,no_recent_change,contactless,same_day,830,0,CUST_A_0064913,TXN_7_0008251,A_established,customer_based,0
1333.8,high,10.0,retail,medium_risk,rare_category,99.0,fast,4.4,same_location,neighboring_country,high_risk_country,vpn,unknown_device,11.0,very_fast,datacenter_hosting,4,cvv2_mismatch,bypassed,raw_pan_online,1,5x_baseline,late_night_0_5,changed_within_24h,card_present_swipe,expedited,685,0,CUST_B_0107325,TXN_40_0127027,B_regular,customer_based,1
8.01,low,1.77,electronics,high_risk,no_history,2059.7,impossible,6564.4,long,foreign_far,high_risk_country,tor,spoofed,16.3,very_fast,datacenter_hosting,4,not_provided,not_enrolled,raw_pan_online,6,burst_pattern,evening_18_24,not_applicable,cnp_online,overnight,0,0,GUEST_56_78798,TXN_56_0078798,D_guest,global,1
43.54,low,0.92,retail,medium_risk,frequent_category,0.5,normal,11.8,same_location,home_city,same_country,corporate,known_device,65.8,normal,mobile_data,3,icvv_match,bypassed,raw_pan_online,0,2x_baseline,late_night_0_5,changed_within_24h,cnp_online,standard,171,2,CUST_C_0154069,TXN_50_0070023,C_new,customer_based,1
120.79,medium,7.76,crypto_giftcard,very_high_risk,never_before_category,1256.8,impossible,1524.6,long,foreign_far,high_risk_country,datacenter,emulator,3.2,bot_speed,datacenter_hosting,2,not_provided,bypassed,raw_pan_manual_entry,1,5x_baseline,evening_18_24,no_recent_change,cnp_online,same_day,85,2,CUST_C_0191658,TXN_44_0024997,C_new,customer_based,1
9.72,low,1.71,electronics,high_risk,never_before_category,1.4,normal,80.3,short,foreign_far,high_risk_country,tor,emulator,1.7,bot_speed,wifi,11,cvv2_mismatch,bypassed,raw_pan_online,4,burst_pattern,evening_18_24,changed_1_7d_ago,cnp_moto,overnight,2799,0,CUST_A_0043775,TXN_5_0185405,A_established,customer_based,1
185.3,medium,1.9,grocery,low_risk,frequent_category,3.2,normal,2.3,same_location,neighboring_country,same_country,residential,known_device,60.4,normal,wifi,2,icvv_match,frictionless_pass,raw_pan_online,0,within_normal,late_night_0_5,no_recent_change,cnp_moto,same_day,638,0,CUST_B_0074785,TXN_33_0004618,B_regular,customer_based,0
1840.44,high,10.0,electronics,high_risk,never_before_category,249.8,fast,37.2,same_location,home_city,same_country,proxy,spoofed,2.3,bot_speed,datacenter_hosting,15,cvv2_mismatch,challenge_pass,raw_pan_manual_entry,2,burst_pattern,afternoon_12_18,changed_within_24h,cnp_moto,expedited,97,0,CUST_C_0192223,TXN_44_0095367,C_new,customer_based,1
568.26,high,0.6,grocery,low_risk,frequent_category,90.3,fast,8.3,same_location,home_city,new_country,vpn,known_device,99.1,normal,wifi,2,icvv_match,challenge_pass,raw_pan_online,0,within_normal,morning_6_12,no_recent_change,contactless,expedited,276,0,CUST_B_0006080,TXN_26_0014053,B_regular,customer_based,0
46.39,low,0.93,electronics,high_risk,no_history,4.4,normal,1.2,same_location,home_city,same_country,residential,known_device,276.6,slow,mobile_data,1,cvv2_match,challenge_pass,raw_pan_online,0,2x_baseline,afternoon_12_18,not_applicable,contactless,expedited,0,0,GUEST_57_242302,TXN_57_0242302,D_guest,global,0
676.85,high,10.0,luxury,very_high_risk,never_before_category,2046.1,impossible,3234.9,long,foreign_far,new_country,corporate,new_device,29.4,very_fast,corporate_vpn,10,not_provided,bypassed,raw_pan_online,0,burst_pattern,evening_18_24,changed_within_24h,cnp_online,overnight,729,0,CUST_B_0110945,TXN_33_0038517,B_regular,customer_based,1
245.89,medium,1.99,restaurant,medium_risk,frequent_category,0.6,normal,37.5,same_location,same_country,same_country,proxy,known_device,255.2,slow,mobile_data,2,icvv_match,frictionless_pass,network_token_wallet,0,within_normal,late_night_0_5,no_recent_change,cnp_online,expedited,3017,0,CUST_A_0056727,TXN_5_0163870,A_established,customer_based,0
826.36,high,2.01,utility,low_risk,no_history,2.0,normal,12.8,same_location,home_city,same_country,residential,known_device,364.8,slow,wifi,1,cvv2_match,bypassed,network_token_wallet,0,within_normal,afternoon_12_18,not_applicable,cnp_online,standard,0,0,GUEST_55_193836,TXN_55_0193836,D_guest,global,0
146.35,medium,0.09,travel,high_risk,frequent_category,54.2,fast,18.0,same_location,home_city,same_country,residential,known_device,208.7,slow,mobile_data,2,cvv2_match,challenge_pass,emv_chip_token,0,within_normal,morning_6_12,no_recent_change,cnp_moto,standard,367,0,CUST_B_0149248,TXN_40_0113784,B_regular,customer_based,0
2660.61,very_high,10.0,luxury,very_high_risk,no_history,135.6,fast,67.6,short,same_country,same_country,proxy,spoofed,16.0,very_fast,corporate_vpn,3,cvv2_mismatch,bypassed,raw_pan_manual_entry,4,within_normal,afternoon_12_18,not_applicable,manual_entry,overnight,0,0,GUEST_54_45947,TXN_54_0045947,D_guest,global,1
240.06,medium,0.25,travel,high_risk,no_history,2.4,normal,19.2,same_location,home_city,same_country,residential,known_device,21.3,very_fast,wifi,2,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,evening_18_24,not_applicable,card_present_chip,same_day,0,0,GUEST_55_213973,TXN_55_0213973,D_guest,global,0
652.56,high,10.0,luxury,very_high_risk,never_before_category,2004.9,impossible,1839.1,long,foreign_far,new_country,tor,emulator,0.6,bot_speed,corporate_vpn,7,not_provided,not_enrolled,raw_pan_manual_entry,0,burst_pattern,late_night_0_5,changed_within_24h,manual_entry,overnight,161,0,CUST_C_0154104,TXN_51_0081484,C_new,customer_based,1
173.8,medium,0.43,retail,medium_risk,no_history,36.8,normal,2.3,same_location,home_city,same_country,vpn,known_device,872.0,slow,wifi,1,cvv2_match,frictionless_pass,network_token_wallet,2,within_normal,evening_18_24,not_applicable,card_present_swipe,same_day,0,0,GUEST_55_107603,TXN_55_0107603,D_guest,global,0
259.86,medium,5.02,electronics,high_risk,no_history,1015.8,impossible,3771.9,long,foreign_far,new_country,datacenter,emulator,4.3,bot_speed,wifi,6,icvv_match,bypassed,raw_pan_online,0,burst_pattern,late_night_0_5,not_applicable,cnp_moto,same_day,0,0,GUEST_54_229301,TXN_54_0229301,D_guest,global,1
600.28,high,9.99,crypto_giftcard,very_high_risk,never_before_category,2384.4,impossible,6264.5,long,neighboring_country,high_risk_country,datacenter,spoofed,1.7,bot_speed,wifi,13,cvv2_mismatch,bypassed,raw_pan_online,3,5x_baseline,late_night_0_5,changed_7_30d_ago,manual_entry,same_day,164,0,CUST_C_0126493,TXN_43_0167545,C_new,customer_based,1
321.15,medium,10.0,retail,medium_risk,rare_category,1093.2,impossible,7317.3,long,neighboring_country,new_country,vpn,known_device,109.9,normal,mobile_data,1,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,1,burst_pattern,late_night_0_5,changed_within_24h,cnp_online,overnight,3588,0,CUST_A_0018819,TXN_8_0089862,A_established,customer_based,1
9.24,low,0.01,restaurant,medium_risk,no_history,3.0,normal,2.8,same_location,home_city,same_country,residential,known_device,104.9,normal,mobile_data,1,cvv2_match,frictionless_pass,issuer_token,0,within_normal,morning_6_12,not_applicable,contactless,overnight,0,0,GUEST_55_190012,TXN_55_0190012,D_guest,global,0
27.73,low,0.45,electronics,high_risk,frequent_category,0.9,normal,0.1,same_location,home_city,frequent_travel_country,residential,known_device,65.4,normal,mobile_data,2,cvv2_match,bypassed,issuer_token,0,5x_baseline,morning_6_12,no_recent_change,card_present_swipe,expedited,2196,0,CUST_A_0018224,TXN_22_0154163,A_established,customer_based,0
444.96,medium,1.36,grocery,low_risk,frequent_category,0.6,normal,5.7,same_location,home_city,same_country,residential,known_device,60.1,normal,wifi,4,cvv2_match,challenge_pass,raw_pan_online,0,within_normal,afternoon_12_18,no_recent_change,contactless,standard,3187,0,CUST_A_0014905,TXN_21_0094441,A_established,customer_based,0
1750.39,high,10.0,electronics,high_risk,never_before_category,1305.5,impossible,1418.0,long,foreign_far,high_risk_country,proxy,spoofed,3.4,bot_speed,datacenter_hosting,13,cvv2_mismatch,challenge_pass,raw_pan_online,2,burst_pattern,evening_18_24,changed_1_7d_ago,cnp_moto,same_day,539,0,CUST_B_0103896,TXN_41_0076776,B_regular,customer_based,1
95.73,medium,1.24,healthcare,low_risk,frequent_category,0.4,normal,1.1,same_location,home_city,same_country,residential,known_device,73.0,normal,wifi,1,cvv2_match,challenge_pass,network_token_wallet,1,within_normal,morning_6_12,changed_1_7d_ago,cnp_online,standard,127,0,CUST_C_0171325,TXN_52_0163587,C_new,customer_based,0
48.54,low,1.76,grocery,low_risk,frequent_category,0.6,normal,2.2,same_location,same_country,same_country,residential,new_device,32.6,normal,corporate_vpn,2,cvv2_match,challenge_fail,raw_pan_online,0,within_normal,afternoon_12_18,changed_7_30d_ago,card_present_swipe,standard,925,0,CUST_A_0078453,TXN_11_0055800,A_established,customer_based,0
51.26,medium,10.0,crypto_giftcard,very_high_risk,no_history,169.2,fast,172.4,short,neighboring_country,new_country,tor,spoofed,2.7,bot_speed,corporate_vpn,11,cvv2_mismatch,not_enrolled,raw_pan_manual_entry,0,burst_pattern,late_night_0_5,not_applicable,cnp_online,overnight,0,0,GUEST_58_144309,TXN_58_0144309,D_guest,global,1
14.54,low,0.23,healthcare,low_risk,frequent_category,3.0,normal,0.3,same_location,home_city,frequent_travel_country,residential,unknown_device,74.6,normal,wifi,3,not_provided,challenge_pass,network_token_wallet,0,within_normal,morning_6_12,no_recent_change,card_present_chip,standard,122,0,CUST_C_0195846,TXN_49_0082903,C_new,customer_based,0
51.44,medium,0.77,retail,medium_risk,frequent_category,20.6,normal,0.8,same_location,neighboring_country,same_country,residential,known_device,39.1,normal,mobile_data,2,cvv2_match,frictionless_pass,network_token_wallet,0,within_normal,afternoon_12_18,no_recent_change,card_present_swipe,standard,378,1,CUST_B_0021954,TXN_25_0226418,B_regular,customer_based,0
66.91,medium,0.68,utility,low_risk,no_history,36.0,normal,0.9,same_location,same_country,frequent_travel_country,residential,known_device,60.5,normal,datacenter_hosting,2,icvv_match,challenge_pass,network_token_wallet,0,within_normal,afternoon_12_18,not_applicable,cnp_online,in_store_pickup,0,0,GUEST_54_132303,TXN_54_0132303,D_guest,global,0
799.89,high,10.0,electronics,high_risk,never_before_category,86.4,fast,45.6,same_location,foreign_far,high_risk_country,vpn,unknown_device,67.2,normal,mobile_data,12,not_provided,bypassed,raw_pan_online,4,burst_pattern,afternoon_12_18,no_recent_change,cnp_online,same_day,1212,0,CUST_A_0012638,TXN_1_0000990,A_established,customer_based,1
499.59,medium,10.0,restaurant,medium_risk,rare_category,129.4,fast,52.6,short,neighboring_country,new_country,tor,new_device,315.5,slow,wifi,3,cvv2_mismatch,not_enrolled,raw_pan_online,0,5x_baseline,late_night_0_5,changed_within_24h,cnp_online,overnight,451,0,CUST_B_0071488,TXN_35_0150123,B_regular,customer_based,1
221.09,medium,10.0,restaurant,medium_risk,rare_category,862.8,impossible,2038.9,long,neighboring_country,high_risk_country,vpn,known_device,77.6,normal,datacenter_hosting,12,not_provided,frictionless_pass,raw_pan_online,0,5x_baseline,late_night_0_5,changed_within_24h,manual_entry,overnight,87,0,CUST_C_0150401,TXN_47_0045303,C_new,customer_based,1
415.33,medium,10.0,electronics,high_risk,never_before_category,27.3,normal,73.5,short,same_country,frequent_travel_country,proxy,unknown_device,107.1,normal,datacenter_hosting,15,cvv2_mismatch,challenge_fail,raw_pan_online,0,5x_baseline,late_night_0_5,changed_1_7d_ago,cnp_moto,same_day,194,1,CUST_B_0143098,TXN_25_0043127,B_regular,customer_based,1
308.96,medium,10.0,travel,high_risk,rare_category,949.6,impossible,5057.3,long,neighboring_country,new_country,tor,spoofed,2.5,bot_speed,datacenter_hosting,3,cvv2_mismatch,not_enrolled,raw_pan_online,1,2x_baseline,late_night_0_5,changed_within_24h,cnp_online,overnight,698,0,CUST_B_0102978,TXN_38_0242808,B_regular,customer_based,1
196.84,medium,10.0,restaurant,medium_risk,occasional_category,2145.0,impossible,7204.3,long,foreign_far,high_risk_country,datacenter,emulator,9.9,very_fast,datacenter_hosting,4,not_provided,bypassed,raw_pan_manual_entry,1,2x_baseline,evening_18_24,no_recent_change,cnp_online,standard,2601,0,CUST_A_0011430,TXN_16_0165724,A_established,customer_based,1
30.2,low,2.12,electronics,high_risk,rare_category,4.6,normal,2.8,same_location,home_city,same_country,residential,known_device,85.1,normal,corporate_vpn,2,icvv_match,bypassed,issuer_token,0,2x_baseline,morning_6_12,no_recent_change,contactless,expedited,74,0,CUST_C_0177060,TXN_52_0068791,C_new,customer_based,0
592.76,high,10.0,crypto_giftcard,very_high_risk,never_before_category,11.6,normal,36.1,same_location,neighboring_country,new_country,vpn,unknown_device,16.2,very_fast,wifi,13,cvv2_mismatch,challenge_fail,raw_pan_online,3,5x_baseline,late_night_0_5,changed_1_7d_ago,contactless,expedited,43,0,CUST_C_0057511,TXN_44_0194880,C_new,customer_based,1
19.99,low,1.06,restaurant,medium_risk,rare_category,67.8,fast,0.5,same_location,home_city,same_country,residential,known_device,1250.1,slow,wifi,2,icvv_match,frictionless_pass,issuer_token,0,2x_baseline,morning_6_12,no_recent_change,card_present_chip,expedited,626,0,CUST_B_0100460,TXN_38_0128136,B_regular,customer_based,0
124.75,medium,6.64,healthcare,low_risk,occasional_category,1553.7,impossible,6207.2,long,neighboring_country,new_country,vpn,emulator,183.7,slow,mobile_data,4,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,1,burst_pattern,afternoon_12_18,no_recent_change,cnp_online,same_day,980,0,CUST_A_0070229,TXN_4_0170770,A_established,customer_based,1
245.35,medium,1.11,retail,medium_risk,frequent_category,1.3,normal,1.9,same_location,home_city,same_country,corporate,known_device,86.4,normal,wifi,1,cvv2_match,challenge_pass,raw_pan_online,0,within_normal,afternoon_12_18,changed_1_7d_ago,card_present_chip,in_store_pickup,706,2,CUST_B_0074506,TXN_29_0233804,B_regular,customer_based,0
19.17,low,1.11,healthcare,low_risk,frequent_category,0.9,normal,1.8,same_location,neighboring_country,same_country,residential,known_device,320.2,slow,wifi,2,icvv_match,frictionless_pass,emv_chip_token,0,within_normal,morning_6_12,changed_7_30d_ago,cnp_online,overnight,341,0,CUST_B_0020921,TXN_33_0044181,B_regular,customer_based,0
7.63,low,1.39,crypto_giftcard,very_high_risk,never_before_category,1181.4,impossible,4551.4,long,foreign_far,high_risk_country,proxy,unknown_device,179.6,normal,datacenter_hosting,1,cvv2_mismatch,bypassed,raw_pan_manual_entry,1,within_normal,morning_6_12,changed_7_30d_ago,cnp_moto,expedited,3373,0,CUST_A_0047102,TXN_16_0193547,A_established,customer_based,1
265.33,medium,6.87,healthcare,low_risk,occasional_category,97.1,fast,301.0,short,neighboring_country,high_risk_country,datacenter,emulator,3.0,bot_speed,wifi,5,not_provided,bypassed,raw_pan_online,2,burst_pattern,evening_18_24,changed_within_24h,cnp_online,same_day,575,2,CUST_B_0016380,TXN_40_0233552,B_regular,customer_based,1
135.74,medium,0.55,travel,high_risk,frequent_category,3.7,normal,2.5,same_location,home_city,same_country,vpn,known_device,56.0,normal,mobile_data,2,cvv2_match,frictionless_pass,emv_chip_token,0,2x_baseline,evening_18_24,changed_7_30d_ago,cnp_moto,standard,184,0,CUST_B_0133433,TXN_41_0095077,B_regular,customer_based,0
31.07,low,1.07,grocery,low_risk,occasional_category,75.1,fast,12.9,same_location,home_city,frequent_travel_country,residential,known_device,106.0,normal,mobile_data,2,icvv_match,challenge_pass,network_token_wallet,0,2x_baseline,morning_6_12,no_recent_change,contactless,same_day,637,0,CUST_B_0105508,TXN_31_0054469,B_regular,customer_based,0
72.35,medium,1.17,grocery,low_risk,frequent_category,3.8,normal,1.2,same_location,home_city,same_country,residential,known_device,131.1,normal,mobile_data,3,cvv2_match,not_enrolled,raw_pan_online,1,within_normal,morning_6_12,no_recent_change,card_present_chip,standard,166,0,CUST_C_0125346,TXN_43_0144639,C_new,customer_based,0
1222.54,high,2.32,grocery,low_risk,rare_category,1.9,normal,0.1,same_location,home_city,same_country,residential,known_device,590.5,slow,mobile_data,1,cvv2_match,not_enrolled,network_token_wallet,0,within_normal,late_night_0_5,no_recent_change,cnp_online,standard,505,2,CUST_B_0088428,TXN_41_0079617,B_regular,customer_based,0
3802.42,very_high,10.0,electronics,high_risk,never_before_category,33.9,normal,69.2,short,home_city,high_risk_country,vpn,emulator,13.5,very_fast,mobile_data,8,not_provided,challenge_fail,raw_pan_manual_entry,4,5x_baseline,late_night_0_5,changed_within_24h,cnp_online,standard,118,0,CUST_C_0190378,TXN_45_0068400,C_new,customer_based,1
171.76,medium,0.4,retail,medium_risk,rare_category,19.0,normal,30.9,same_location,same_country,same_country,vpn,known_device,31.7,normal,wifi,2,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,evening_18_24,no_recent_change,card_present_swipe,standard,7,0,CUST_C_0017796,TXN_42_0116117,C_new,customer_based,0
355.37,medium,9.39,electronics,high_risk,never_before_category,1774.7,impossible,2406.3,long,foreign_far,high_risk_country,proxy,unknown_device,55.5,normal,datacenter_hosting,6,cvv2_mismatch,challenge_fail,raw_pan_online,0,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_moto,standard,307,0,CUST_B_0097576,TXN_25_0049724,B_regular,customer_based,1
3.22,low,1.88,crypto_giftcard,very_high_risk,never_before_category,1479.9,impossible,2478.0,long,foreign_far,new_country,residential,known_device,6.7,very_fast,datacenter_hosting,9,cvv2_mismatch,bypassed,raw_pan_online,1,2x_baseline,late_night_0_5,changed_1_7d_ago,cnp_online,overnight,649,0,CUST_B_0026113,TXN_40_0037524,B_regular,customer_based,1
915.36,high,10.0,restaurant,medium_risk,no_history,787.9,impossible,5928.9,long,neighboring_country,new_country,tor,emulator,1.9,bot_speed,corporate_vpn,4,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,6,within_normal,morning_6_12,not_applicable,manual_entry,overnight,0,0,GUEST_57_194863,TXN_57_0194863,D_guest,global,1
8.08,low,1.83,electronics,high_risk,no_history,1114.3,impossible,5816.7,long,foreign_far,new_country,tor,unknown_device,30.1,normal,corporate_vpn,10,not_provided,bypassed,raw_pan_manual_entry,1,5x_baseline,late_night_0_5,not_applicable,cnp_online,in_store_pickup,0,0,GUEST_54_132772,TXN_54_0132772,D_guest,global,1
528.49,high,10.0,retail,medium_risk,frequent_category,1374.5,impossible,4838.8,long,neighboring_country,high_risk_country,tor,spoofed,4.7,bot_speed,datacenter_hosting,1,icvv_match,challenge_fail,issuer_token,10,burst_pattern,late_night_0_5,changed_7_30d_ago,cnp_online,overnight,1615,0,CUST_A_0002615,TXN_20_0229412,A_established,customer_based,1
169.96,medium,0.56,travel,high_risk,frequent_category,3.8,normal,34.1,same_location,same_country,new_country,residential,known_device,224.6,slow,mobile_data,2,cvv2_match,frictionless_pass,network_token_wallet,0,within_normal,afternoon_12_18,no_recent_change,cnp_moto,expedited,61,0,CUST_C_0064628,TXN_53_0066797,C_new,customer_based,0
1.67,low,1.57,crypto_giftcard,very_high_risk,no_history,56.5,fast,34.6,same_location,neighboring_country,new_country,vpn,unknown_device,6.6,very_fast,datacenter_hosting,2,cvv2_mismatch,bypassed,raw_pan_manual_entry,3,burst_pattern,late_night_0_5,not_applicable,cnp_online,same_day,0,0,GUEST_58_140983,TXN_58_0140983,D_guest,global,1
4793.04,very_high,10.0,luxury,very_high_risk,never_before_category,79.1,fast,34.3,same_location,same_country,new_country,datacenter,spoofed,2.3,bot_speed,wifi,6,not_provided,not_enrolled,raw_pan_online,0,5x_baseline,evening_18_24,changed_1_7d_ago,cnp_moto,same_day,209,1,CUST_B_0048024,TXN_24_0093708,B_regular,customer_based,1
867.05,high,10.0,electronics,high_risk,never_before_category,38.2,normal,47.2,same_location,home_city,frequent_travel_country,proxy,unknown_device,5.0,bot_speed,datacenter_hosting,8,not_provided,bypassed,raw_pan_online,2,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_online,same_day,138,0,CUST_C_0030362,TXN_49_0134541,C_new,customer_based,1
138.58,medium,10.0,luxury,very_high_risk,no_history,1745.8,impossible,4690.7,long,foreign_far,high_risk_country,proxy,emulator,0.9,bot_speed,mobile_data,1,not_provided,challenge_fail,raw_pan_online,1,5x_baseline,evening_18_24,not_applicable,cnp_online,expedited,0,0,GUEST_54_224220,TXN_54_0224220,D_guest,global,1
38.36,low,2.8,utility,low_risk,no_history,81.7,fast,0.6,same_location,neighboring_country,high_risk_country,residential,new_device,152.6,normal,wifi,1,cvv2_match,frictionless_pass,network_token_wallet,1,within_normal,evening_18_24,not_applicable,contactless,in_store_pickup,0,0,GUEST_58_142487,TXN_58_0142487,D_guest,global,0
204.4,medium,10.0,electronics,high_risk,occasional_category,1.8,normal,44.9,same_location,foreign_far,new_country,vpn,unknown_device,22.8,very_fast,wifi,15,icvv_match,challenge_fail,raw_pan_manual_entry,3,5x_baseline,late_night_0_5,no_recent_change,cnp_online,overnight,413,0,CUST_B_0116913,TXN_32_0232872,B_regular,customer_based,1
105.86,medium,0.28,travel,high_risk,rare_category,1.4,normal,8.6,same_location,same_country,new_country,residential,new_device,34.3,normal,wifi,2,not_provided,challenge_pass,raw_pan_online,0,within_normal,evening_18_24,no_recent_change,contactless,standard,41,0,CUST_C_0065128,TXN_52_0197568,C_new,customer_based,0
4679.69,very_high,10.0,electronics,high_risk,never_before_category,540.9,impossible,2092.5,long,foreign_far,new_country,tor,spoofed,157.0,normal,datacenter_hosting,8,cvv2_mismatch,bypassed,raw_pan_online,0,burst_pattern,morning_6_12,no_recent_change,contactless,overnight,390,0,CUST_B_0052322,TXN_38_0229041,B_regular,customer_based,1
7.52,low,1.72,crypto_giftcard,very_high_risk,never_before_category,35.0,normal,209.2,short,neighboring_country,new_country,tor,unknown_device,17.8,very_fast,datacenter_hosting,3,cvv2_mismatch,bypassed,raw_pan_manual_entry,0,5x_baseline,evening_18_24,changed_within_24h,cnp_moto,same_day,1034,0,CUST_A_0010443,TXN_7_0044298,A_established,customer_based,1
384.76,medium,2.55,retail,medium_risk,frequent_category,16.6,normal,2.0,same_location,home_city,frequent_travel_country,residential,known_device,417.2,slow,mobile_data,2,icvv_match,frictionless_pass,emv_chip_token,0,within_normal,afternoon_12_18,no_recent_change,card_present_chip,same_day,2896,0,CUST_A_0080628,TXN_22_0089827,A_established,customer_based,0
323.22,medium,0.8,retail,medium_risk,frequent_category,1.2,normal,19.7,same_location,same_country,same_country,residential,known_device,129.3,normal,wifi,1,icvv_match,not_enrolled,network_token_wallet,0,within_normal,afternoon_12_18,no_recent_change,card_present_swipe,expedited,16,0,CUST_C_0107083,TXN_51_0122382,C_new,customer_based,0
37.52,low,0.51,grocery,low_risk,no_history,3.5,normal,28.3,same_location,same_country,new_country,residential,unknown_device,282.0,slow,mobile_data,1,cvv2_match,not_enrolled,network_token_wallet,0,within_normal,afternoon_12_18,not_applicable,card_present_swipe,standard,0,0,GUEST_58_125929,TXN_58_0125929,D_guest,global,0
19.48,low,1.05,travel,high_risk,rare_category,2.7,normal,21.5,same_location,home_city,new_country,residential,new_device,68.9,normal,mobile_data,1,icvv_match,frictionless_pass,emv_chip_token,0,2x_baseline,afternoon_12_18,no_recent_change,card_present_chip,expedited,2941,0,CUST_A_0107575,TXN_9_0021027,A_established,customer_based,0
